TITLE,DESCRIPTION,PRICE,CURRENCY_CODE,QUANTITY,TAGS,MATERIALS,IMAGE1,IMAGE2,IMAGE3,IMAGE4,IMAGE5,IMAGE6,IMAGE7,IMAGE8,IMAGE9,IMAGE10,"VARIATION 1 TYPE","VARIATION 1 NAME","VARIATION 1 VALUES","VARIATION 2 TYPE","VARIATION 2 NAME","VARIATION 2 VALUES",SKU
"Golden Note | 20x26 Fine Art Oil Painting on Canvas","Golden Note captures a fleeting moment of quiet curiosity — a single bird perched in soft morning light, rendered in glowing shades of ochre and sky blue. The artist’s loose brushwork and gentle palette evoke both joy and stillness, inviting the viewer to pause.

A serene, optimistic work that brightens any space while maintaining the subtle, poetic calm at the heart of this artist’s voice.

→ Original oil painting on canvas (20 × 26 in)
→ Signed by the artist
→ Varnished and ready to hang
→ Prints coming soon — fine-art reproductions available later this season",299,USD,1,"Maine_Artist,bird_painting,golden_bird_art,oil_on_canvas,fine_art,warm_colors,sky_blue_painting,poetic_painting,original_artwork,wall_decor,nature_painting,tranquil_home_decor,peaceful_art","Stretched canvas",https://i.etsystatic.com/61909134/r/il/3ee0c5/7347939466/il_fullxfull.7347939466_5r3u.jpg,https://i.etsystatic.com/61909134/r/il/62956d/7347939464/il_fullxfull.7347939464_ciww.jpg,https://i.etsystatic.com/61909134/r/il/eb1b7a/7347939458/il_fullxfull.7347939458_glha.jpg,https://i.etsystatic.com/61909134/r/il/37d86e/7395867711/il_fullxfull.7395867711_h8cj.jpg,https://i.etsystatic.com/61909134/r/il/da07e1/7395867723/il_fullxfull.7395867723_b4xd.jpg,,,,,,,,,,,,
"Blue Vase & Quiet Light | 20x16 Fine Art Still Life","Blue Vase & Quiet Light captures the quiet glow of daylight as it drifts through a window — white blooms resting in a blue glass vase, a few books stacked below, the hush of a peaceful room. The artist’s brushwork reflects a love of color and atmosphere, balancing warmth and stillness in every stroke.

A contemplative still life that brings the calm of morning light into any space.

→ Original oil painting on canvas (20 x 16)
→ Signed by the artist
→ Varnished and ready to hang
→ Prints coming soon — fine-art reproductions available later this season",399,USD,1,"Fine_Art,Maine_Artist,Tranquil_Wall_Art,Poetic_Art,still_life_painting,blue_vase_art,floral_painting,morning_light,interior_decor,atmospheric_art,flower_painting,white_blooms,original_oil","Stretched canvas",https://i.etsystatic.com/61909134/r/il/6d35fd/7395842361/il_fullxfull.7395842361_csaw.jpg,https://i.etsystatic.com/61909134/r/il/a0b88f/7347914320/il_fullxfull.7347914320_aqiw.jpg,https://i.etsystatic.com/61909134/r/il/52fe4b/7347914160/il_fullxfull.7347914160_4lj4.jpg,https://i.etsystatic.com/61909134/r/il/e0092d/7347914168/il_fullxfull.7347914168_8kqh.jpg,https://i.etsystatic.com/61909134/r/il/900d7c/7348035066/il_fullxfull.7348035066_edv9.jpg,,,,,,,,,,,,
"Lilac Curtain– Floral Landscape Painting Canvas Print-Cottage Garden Wall Art","Lilacs bloom in soft clusters beside a weathered barn, their color catching the quiet light of early summer. This oil painting captures the gentle meeting of garden and countryside along the New England coast — where familiar structures and seasonal blooms mark the passing of time. Warm and nostalgic, this piece brings a peaceful, lived-in charm to coastal homes, cottage kitchens, and thoughtfully layered farmhouse-inspired interiors.

• Pine tree frame
• Frame thickness: 1.25″ (3.18 cm)
• Canvas fabric weight: 10.15 +/- 0.74 oz/yd² (344 g/m² +/- 25g/m²)
• Open back
• Comes with rubber pads on the back corners
• Hanging hardware attached
• Blank product sourced from the US",85,USD,120,"lilac_wall_art,rustic_home_decor",,https://i.etsystatic.com/61909134/r/il/7f709e/7747767042/il_fullxfull.7747767042_axdk.jpg,https://i.etsystatic.com/61909134/r/il/3355f6/7747767074/il_fullxfull.7747767074_7l2l.jpg,https://i.etsystatic.com/61909134/r/il/8f1b97/7747767106/il_fullxfull.7747767106_pi00.jpg,https://i.etsystatic.com/61909134/r/il/b5a0f4/7747767154/il_fullxfull.7747767154_j9e0.jpg,https://i.etsystatic.com/61909134/r/il/7ad2d7/7795722767/il_fullxfull.7795722767_q6m1.jpg,https://i.etsystatic.com/61909134/r/il/57eab9/7795722801/il_fullxfull.7795722801_603r.jpg,,,,,Color,"Primary color","Black,Brown,White","Custom Property","Custom Property","12″×12″,16″×16″","699FBED35154B_16034,699FBED35154B_16040,699FBED35154B_15695,699FBED35154B_16036,699FBED35154B_16042,699FBED35154B_15697"
"Echo of the Sea – Blue Mussel Coastal Ocean Art-Oil Painting Canvas Print","Bring the tranquil energy of the ocean into your space with Echo of the Sea, an original oil painting by Kaleigh Anderson of Arts of August Studio.

Soft coastal hues of blue, violet, and pearlescent white merge in this fine art reproduction, celebrating the delicate strength of the sea’s natural forms.

• Pine tree frame
• Frame thickness: 1.25″ (3.18 cm)
• Canvas fabric weight: 10.15 +/- 0.74 oz/yd² (344 g/m² +/- 25g/m²)
• Open back
• Comes with rubber pads on the back corners
• Hanging hardware attached
• Blank product sourced from the US

Palette & Mood
Cool ocean blues, soft purples, and subtle neutrals evoke coastal serenity — ideal for nautical, modern rustic, or minimalist interiors.

Production & Shipping
Each canvas is custom-printed and shipped by Printful within 3–7 business days. Arrives ready to hang.

About the Artist
Kaleigh Anderson is a Maine-based painter who captures the quiet poetry of the coast — light, movement, and reflection — in oil on canvas. Through Arts of August Studio, she transforms everyday shoreline moments into timeless works of art.",85,USD,120,"coastal_wall_art,ocean_shell_painting,blue_mussel_art,sea_life_canvas,nautical_decor,maine_artist_art,coastal_gift_art,fine_art_print,blue_wall_art,ocean_home_decor,minimalist_coastal,nature_art_print",,https://i.etsystatic.com/61909134/r/il/e98592/7747569782/il_fullxfull.7747569782_7nvq.jpg,https://i.etsystatic.com/61909134/r/il/8a9be1/7747569830/il_fullxfull.7747569830_f3g1.jpg,https://i.etsystatic.com/61909134/r/il/4cc162/7747569864/il_fullxfull.7747569864_7fbc.jpg,https://i.etsystatic.com/61909134/r/il/83c3e7/7747569902/il_fullxfull.7747569902_5hk9.jpg,https://i.etsystatic.com/61909134/r/il/3eb682/7747569948/il_fullxfull.7747569948_4koh.jpg,,,,,,Color,"Primary color","Black,Brown,White","Custom Property","Custom Property","12″×12″,16″×16″","699FA8DA8465A_16042,699FA8DA8465A_15695,699FA8DA8465A_15697,699FA8DA8465A_16034,699FA8DA8465A_16036,699FA8DA8465A_16040"
"Golden Note — Yellow Bird Oil Painting Canvas Print Coastal Nature Wall Art","A small yellow bird rests lightly along a weathered branch, framed by soft coastal sky. Golden Note captures a quiet, fleeting moment — where color meets calm and nature settles into stillness. This oil painting print brings warmth and gentle simplicity to beach cottages, reading nooks, nurseries, and thoughtfully layered interiors inspired by life near the sea.

Mood

Gentle, peaceful, uplifting, airy, quiet, warm

Palette

Butter yellow, soft sky blue, pale lavender, warm peach, driftwood brown, coastal mist

About the Artist

Original artwork by Maine-based artist Kaleigh Anderson, created for the Arts of August collection. Inspired by New England’s coastal landscapes, gardens, and interiors, her work reflects a quiet sense of place and the everyday beauty of life by the sea.

• Pine tree frame
• Frame thickness: 1.25″ (3.18 cm)
• Canvas fabric weight: 10.15 +/- 0.74 oz/yd² (344 g/m² +/- 25g/m²)
• Open back
• Comes with rubber pads on the back corners
• Hanging hardware attached
• Blank product sourced from the US

Disclaimers:
- The framed canvases with brown and black frames have a black inside around the canvas, and the canvases with white frames have a white inside around the canvas.
- This product isn’t intended for sanding or cutting—it creates airborne dust that might cause lung irritation.

This product is made especially for you as soon as you place an order, which is why it takes us a bit longer to deliver it to you. Making products on demand instead of in bulk helps reduce overproduction, so thank you for making thoughtful purchasing decisions!",65,USD,120,"yellow_bird_wall_art,nature_canvas_print,nursery_wall_art,bird_painting_print,beach_house_artwork,calming_wall_art,arts_of_august,small_bird_artwork",,https://i.etsystatic.com/61909134/r/il/ff455e/7795189555/il_fullxfull.7795189555_2jau.jpg,https://i.etsystatic.com/61909134/r/il/16518c/7747232986/il_fullxfull.7747232986_am8f.jpg,https://i.etsystatic.com/61909134/r/il/b9193c/7795189637/il_fullxfull.7795189637_5v3f.jpg,https://i.etsystatic.com/61909134/r/il/ef1922/7747233054/il_fullxfull.7747233054_iity.jpg,https://i.etsystatic.com/61909134/r/il/be5d39/7795189679/il_fullxfull.7795189679_p48r.jpg,https://i.etsystatic.com/61909134/r/il/d224b1/7795189725/il_fullxfull.7795189725_stma.jpg,,,,,Color,"Primary color","Black,Brown,White","Custom Property","Custom Property","8″×10″,16″×20″","699F82DCB97F9_17627,699F82DCB97F9_17634,699F82DCB97F9_16043,699F82DCB97F9_17641,699F82DCB97F9_15698,699F82DCB97F9_16037"
"Held by the Sea – Blue Mussel Shell Painting-Oil Painting Canvas PrinT","Bring a piece of the tide’s gentle rhythm into your home with Held by the Sea, an original oil painting by Kaleigh Anderson of Arts of August Studio.

This fine art reproduction preserves every layered brushstroke — from the cool blue shadows to the iridescent highlights that dance like sunlight on water. Perfect for those who find calm and beauty in coastal simplicity.

Palette & Style
Cool ocean blues, soft lavender, and pale ivory on a textured canvas background. Ideal for modern coastal, nautical, or minimalist interiors.

Production & Shipping
Each print is made to order by Printful and ships within 3–7 business days. Securely packaged and ready to hang.

About the Artist
Kaleigh Anderson is a Maine-based artist whose work explores the relationship between memory, light, and the sea. Her Arts of August Studio collection brings coastal calm and timeless beauty into everyday spaces.

• Pine tree frame
• Frame thickness: 1.25″ (3.18 cm)
• Canvas fabric weight: 10.15 +/- 0.74 oz/yd² (344 g/m² +/- 25g/m²)
• Open back
• Comes with rubber pads on the back corners
• Hanging hardware attached
• Blank product sourced from the US

Disclaimers:
- The framed canvases with brown and black frames have a black inside around the canvas, and the canvases with white frames have a white inside around the canvas.
- This product isn’t intended for sanding or cutting—it creates airborne dust that might cause lung irritation.",85,USD,120,"coastal_wall_art,blue_mussel_painting,ocean_shell_print,Maine_artist,beach_house_decor,sea_life_artwork,nautical_wall_decor,Kaleigh_Anderson,ocean_blue_wall_art,coastal_gift_idea,seashell_art",,https://i.etsystatic.com/61909134/r/il/1c3c63/7747605958/il_fullxfull.7747605958_4a9k.jpg,https://i.etsystatic.com/61909134/r/il/1c9ab2/7747605998/il_fullxfull.7747605998_c1qt.jpg,https://i.etsystatic.com/61909134/r/il/9dabb5/7747606036/il_fullxfull.7747606036_c5sp.jpg,https://i.etsystatic.com/61909134/r/il/0b5ee3/7747606060/il_fullxfull.7747606060_q2dz.jpg,https://i.etsystatic.com/61909134/r/il/31fcbb/7795561695/il_fullxfull.7795561695_lyyj.jpg,https://i.etsystatic.com/61909134/r/il/525c71/7795561727/il_fullxfull.7795561727_bwpl.jpg,,,,,Color,"Primary color","Black,Brown,White","Custom Property","Custom Property","12″×12″,16″×16″","699FACE186CE8_16034,699FACE186CE8_16042,699FACE186CE8_15695,699FACE186CE8_16036,699FACE186CE8_16040,699FACE186CE8_15697"
"Echoes of the Tide – Blue Mussel Coastal Art","Discover coastal serenity with Echoes of the Tide, an original oil painting by Maine artist Kaleigh Anderson of Arts of August Studio.

This fine art canvas print preserves the texture and depth of Kaleigh’s brushwork, with layered tones of deep indigo, violet-gray, and pearlescent white that echo the beauty of the Maine coast.

• Pine tree frame
• Frame thickness: 1.25″ (3.18 cm)
• Canvas fabric weight: 10.15 +/- 0.74 oz/yd² (344 g/m² +/- 25g/m²)
• Open back
• Comes with rubber pads on the back corners
• Hanging hardware attached
• Blank product sourced from the US

Palette & Mood
Cool coastal blues, violet undertones, and warm neutrals evoke the reflective calm of low tide. Perfect for nautical, minimalist, or modern rustic interiors.

Production & Shipping
Each canvas is printed by Printful and shipped within 3–7 business days. Arrives ready to hang, carefully packaged to protect your art.

About the Artist
Kaleigh Anderson paints the poetry of Maine’s coastline — the quiet interplay of light, water, and memory. Her Arts of August Studio collection celebrates the timeless calm of nature’s color and form.

Disclaimers:
- The framed canvases with brown and black frames have a black inside around the canvas, and the canvases with white frames have a white inside around the canvas.
- This product isn’t intended for sanding or cutting—it creates airborne dust that might cause lung irritation.",85,USD,120,"coastal_wall_art,blue_ocean_art,nautical_canvas,Maine_artist,nature_inspired_art,Kaleigh_Anderson,seashell_wall_art,beach_cottage_decor,ocean_home_decor,minimalist_coastal",,https://i.etsystatic.com/61909134/r/il/d061aa/7795588641/il_fullxfull.7795588641_i706.jpg,https://i.etsystatic.com/61909134/r/il/40bc86/7747633136/il_fullxfull.7747633136_4bjx.jpg,https://i.etsystatic.com/61909134/r/il/8f3acd/7795588733/il_fullxfull.7795588733_5qtn.jpg,https://i.etsystatic.com/61909134/r/il/3f17f0/7747633236/il_fullxfull.7747633236_6tp9.jpg,https://i.etsystatic.com/61909134/r/il/a66748/7795588809/il_fullxfull.7795588809_623j.jpg,https://i.etsystatic.com/61909134/r/il/b4e7e3/7795588841/il_fullxfull.7795588841_khgf.jpg,,,,,Color,"Primary color","Black,Brown,White","Custom Property","Custom Property","12″×12″,16″×16″","699FAF91B4DCB_16034,699FAF91B4DCB_15695,699FAF91B4DCB_15697,699FAF91B4DCB_16036,699FAF91B4DCB_16040,699FAF91B4DCB_16042"
"Tides Bounty-Harbor Dock Boats Oil Painting Canvas Print","Celebrate the spirit of Maine’s coast with Tide’s Bounty, an original oil painting by Kaleigh Anderson of Arts of August Studio.

This fine art canvas print preserves the brushwork and atmosphere of the original, where boats, water, and wharf meet in layers of soft blues, golds, and lavender light.

• Pine tree frame
• Frame thickness: 1.25″ (3.18 cm)
• Canvas fabric weight: 10.15 +/- 0.74 oz/yd² (344 g/m² +/- 25g/m²)
• Open back
• Comes with rubber pads on the back corners
• Hanging hardware attached
• Blank product sourced from the US


This product is made especially for you as soon as you place an order, which is why it takes us a bit longer to deliver it to you. Making products on demand instead of in bulk helps reduce overproduction, so thank you for making thoughtful purchasing decisions!",85,USD,6,,,https://i.etsystatic.com/61909134/r/il/ac822f/7747686116/il_fullxfull.7747686116_8da1.jpg,https://i.etsystatic.com/61909134/r/il/6f7a3c/7747686156/il_fullxfull.7747686156_tfd3.jpg,https://i.etsystatic.com/61909134/r/il/dd442d/7747686188/il_fullxfull.7747686188_pzno.jpg,https://i.etsystatic.com/61909134/r/il/d7bc5b/7795642409/il_fullxfull.7795642409_ab6p.jpg,https://i.etsystatic.com/61909134/r/il/cfc463/7747686270/il_fullxfull.7747686270_qicr.jpg,https://i.etsystatic.com/61909134/r/il/9cda94/7795642451/il_fullxfull.7795642451_aqvd.jpg,,,,,Color,"Primary color","Black,Brown,White","Custom Property","Custom Property","12″×12″,16″×16″","699FB5CE0F52E_16042,699FB5CE0F52E_15695,699FB5CE0F52E_15697,699FB5CE0F52E_16034,699FB5CE0F52E_16036,699FB5CE0F52E_16040"
"Framed August Brine-Canvas Print","Softly layered oyster shells rest in cool coastal light, their iridescent interiors reflecting tones of seafoam, pearl, and weathered blue. This oil painting captures the quiet beauty of New England’s shoreline — where tide-worn textures and natural forms tell the story of life by the water. Subtle and textural, this piece brings a grounded, maritime calm to beach cottages, coastal kitchens, and thoughtfully layered interiors inspired by the sea.• Pine tree frame.

• Frame thickness: 1.25″ (3.18 cm)
• Canvas fabric weight: 10.15 +/- 0.74 oz/yd² (344 g/m² +/- 25g/m²)
• Open back
• Comes with rubber pads on the back corners
• Hanging hardware attached
• Blank product sourced from the US

Disclaimers:
- The framed canvases with brown and black frames have a black inside around the canvas, and the canvases with white frames have a white inside around the canvas.
- This product isn’t intended for sanding or cutting—it creates airborne dust that might cause lung irritation.",85,USD,120,"nautical_home_decor,seaside_wall_print,ocean_inspired_decor,shell_still_life,maritime_wall_art,arts_of_august",,https://i.etsystatic.com/61909134/r/il/1a6e7a/7795598369/il_fullxfull.7795598369_mjh2.jpg,https://i.etsystatic.com/61909134/r/il/1d8853/7795598399/il_fullxfull.7795598399_2nsp.jpg,https://i.etsystatic.com/61909134/r/il/d6d43c/7795598459/il_fullxfull.7795598459_3ahw.jpg,https://i.etsystatic.com/61909134/r/il/72b768/7747642948/il_fullxfull.7747642948_1o19.jpg,https://i.etsystatic.com/61909134/r/il/792e7a/7747643000/il_fullxfull.7747643000_jfzb.jpg,https://i.etsystatic.com/61909134/r/il/afcd07/7747643028/il_fullxfull.7747643028_86m6.jpg,,,,,Color,"Primary color","Black,Brown,White","Custom Property","Custom Property","12″×12″,16″×16″","699FB0C132EE3_16034,699FB0C132EE3_16036,699FB0C132EE3_16040,699FB0C132EE3_16042,699FB0C132EE3_15695,699FB0C132EE3_15697"
"Portland Begins to Glow – Portland Maine Waterfront Art- Oil Painting Canvas PrinT","Celebrate the beauty of Maine’s most iconic harbor with Portland Begins to Glow, an original oil painting by Kaleigh Anderson of Arts of August Studio.

This fine art canvas print preserves the warmth and atmosphere of the original painting, where the interplay of light and water transforms the city skyline into a moment of stillness and reflection.

• Pine tree frame
• Frame thickness: 1.25″ (3.18 cm)
• Canvas fabric weight: 10.15 +/- 0.74 oz/yd² (344 g/m² +/- 25g/m²)
• Open back
• Comes with rubber pads on the back corners
• Hanging hardware attached
• Blank product sourced from the US

Disclaimers:
- The framed canvases with brown and black frames have a black inside around the canvas, and the canvases with white frames have a white inside around the canvas.
- This product isn’t intended for sanding or cutting—it creates airborne dust that might cause lung irritation.

Palette & Mood
Cool blues and warm ochres blend with soft reflections of evening light. Perfect for coastal, urban, or contemporary interiors seeking a touch of serenity and Maine charm.

Production & Shipping
Each canvas is printed by Printful and shipped within 3–7 business days. Arrives ready to hang and carefully packaged for safe delivery.

About the Artist
Kaleigh Anderson is a Maine-based painter whose work explores the relationship between light, water, and place. Her Arts of August Studio collection captures the quiet poetry of New England’s coastlines, harbors, and skies.",85,USD,120,"Portland_Maine_art,cityscape_wall_art,harbor_painting,Maine_artist,Kaleigh_Anderson,coastal_city_print,modern_Maine_artwork,reflection_painting,skyline_canvas_print",,https://i.etsystatic.com/61909134/r/il/88b1ce/7795609805/il_fullxfull.7795609805_ih5c.jpg,https://i.etsystatic.com/61909134/r/il/c986a7/7795609853/il_fullxfull.7795609853_66ru.jpg,https://i.etsystatic.com/61909134/r/il/63e825/7795609893/il_fullxfull.7795609893_27ws.jpg,https://i.etsystatic.com/61909134/r/il/d9786a/7795609919/il_fullxfull.7795609919_bwpk.jpg,https://i.etsystatic.com/61909134/r/il/77a001/7795609947/il_fullxfull.7795609947_3dr3.jpg,https://i.etsystatic.com/61909134/r/il/e2cba7/7795609977/il_fullxfull.7795609977_an5e.jpg,,,,,Color,"Primary color","Black,Brown,White","Custom Property","Custom Property","12″×12″,16″×16″","699FB22E7760E_16036,699FB22E7760E_16040,699FB22E7760E_16042,699FB22E7760E_15697,699FB22E7760E_16034,699FB22E7760E_15695"
"Afternoon over the Ridge – New England Farmhouse Wall Art- Canvas Print","Afternoon Over the Ridge captures a quiet countryside moment as sunlight drapes softly across rolling fields and distant hills. With loose, expressive brushwork and a gentle palette of greens, blues, and warm golds, artist Kaleigh Anderson evokes the calm of an afternoon unhurried by time.

The winding road and simple structures suggest a place meant for wandering — familiar yet dreamlike — inviting the viewer to pause and settle into the peaceful rhythm of the landscape.

This piece brings an airy, grounded warmth to a space and pairs beautifully with light-filled rooms, relaxed interiors, or homes that value simplicity and natural beauty.

Palette & Mood

Soft meadow greens, sun-warmed yellows, and misty blues create a feeling of openness, ease, and gentle escape — like a slow afternoon spent outdoors.

Production & Shipping

Each canvas is printed to order and ships within 3–7 business days.
Arrives ready to hang and beautifully packaged.

About the Artist

Maine artist Kaleigh Anderson of Arts of August Studio paints with a devotion to the natural world — finding grace in the familiar textures and tones of coastal and rural life. Her oil paintings celebrate small wonders with luminous, heartfelt simplicity.

• Pine tree frame
• Frame thickness: 1.25″ (3.18 cm)
• Canvas fabric weight: 10.15 +/- 0.74 oz/yd² (344 g/m² +/- 25g/m²)
• Open back
• Comes with rubber pads on the back corners
• Hanging hardware attached
• Blank product sourced from the US

Disclaimers:
- The framed canvases with brown and black frames have a black inside around the canvas, and the canvases with white frames have a white inside around the canvas.
- This product isn’t intended for sanding or cutting—it creates airborne dust that might cause lung irritation.",65,USD,180,,,https://i.etsystatic.com/61909134/r/il/187fdd/7795487633/il_fullxfull.7795487633_kc00.jpg,https://i.etsystatic.com/61909134/r/il/fec90c/7795487679/il_fullxfull.7795487679_4b81.jpg,https://i.etsystatic.com/61909134/r/il/2ae264/7795487735/il_fullxfull.7795487735_f7i8.jpg,https://i.etsystatic.com/61909134/r/il/da87ab/7747532484/il_fullxfull.7747532484_h9kl.jpg,https://i.etsystatic.com/61909134/r/il/9f400d/7795487843/il_fullxfull.7795487843_259j.jpg,https://i.etsystatic.com/61909134/r/il/23eaa0/7747532558/il_fullxfull.7747532558_cx23.jpg,https://i.etsystatic.com/61909134/r/il/111841/7747532594/il_fullxfull.7747532594_kzfw.jpg,https://i.etsystatic.com/61909134/r/il/cd633c/7795487977/il_fullxfull.7795487977_gobb.jpg,https://i.etsystatic.com/61909134/r/il/d923b3/7747532688/il_fullxfull.7747532688_q7t5.jpg,,Color,"Primary color","Black,Brown,White","Custom Property","Custom Property","8″×10″,12″×12″,16″×16″","699FA49502307_17627,699FA49502307_16034,699FA49502307_16036,699FA49502307_16042,699FA49502307_17641,699FA49502307_15695,699FA49502307_15697,699FA49502307_17634,699FA49502307_16040"
"Salt and Sunlight– Coastal Maine Lobster Buoy Wall Art- Oil Painting Canvas PrinT","Salt and Sunlight captures the warmth and rhythm of Maine’s coastal heritage — a clapboard boathouse adorned with colorful buoys that dance in the afternoon light. The composition radiates nostalgia and energy, a perfect blend of working harbor life and seaside charm.

Painted by Kaleigh Anderson of Arts of August Studio, this piece brings the brightness of the shore into your home. It’s ideal for beach cottages, nautical interiors, or anyone who finds joy in the quiet beauty of coastal craftsmanship.


• Pine tree frame
• Frame thickness: 1.25″ (3.18 cm)
• Canvas fabric weight: 10.15 +/- 0.74 oz/yd² (344 g/m² +/- 25g/m²)
• Open back
• Comes with rubber pads on the back corners
• Hanging hardware attached
• Blank product sourced from the US

Palette & Mood
Sun-warmed yellows, buoy reds, and ocean-washed blues create a luminous, salt-air glow — an uplifting tribute to Maine’s harbors.

Production & Shipping
Each canvas is printed to order and ships within 3–7 business days. Arrives ready to hang and beautifully packaged.

About the Artist
Maine artist Kaleigh Anderson of Arts of August Studio paints light-filled reflections of coastal life — capturing the subtle balance between stillness and motion that defines the New England shore.",65,USD,40,,,https://i.etsystatic.com/61909134/r/il/e2672d/7794523041/il_fullxfull.7794523041_r6ks.jpg,https://i.etsystatic.com/61909134/r/il/52072c/7746565542/il_fullxfull.7746565542_43ox.jpg,https://i.etsystatic.com/61909134/r/il/2f9de0/7746565606/il_fullxfull.7746565606_n0cb.jpg,,,,,,,,"Custom Property","Custom Property","8″×10″,16″×20″",,,,"699F4DB757039_17641,699F4DB757039_15698"
"Tethered in Blue – Nautical Harbor Landscape Painting-Oil Painting Canvas PrinT","Tethered in Blue is a serene exploration of connection and calm — small rowboats resting on a quiet tide, bound gently to the dock under a wash of ocean light. Painted in layered tones of deep blue, amber, and soft violet, the scene invites a feeling of peace and contemplation.

Created by Kaleigh Anderson of Arts of August Studio, this piece embodies the essence of Maine’s coastal life — reflective, grounded, and timeless. Perfect for adding a sense of balance and coastal charm to your home, office, or seaside retreat.

Palette & Mood
Rich marine blues blend with warm reflections of gold and peach, creating a feeling of both harmony and stillness — a quiet pause at day’s edge.

Production & Shipping
Each canvas is printed to order by Printful and ships within 3–7 business days. Arrives ready to hang and carefully packaged for protection.

About the Artist
Maine artist Kaleigh Anderson of Arts of August Studio paints moments that honor the poetry of everyday beauty — capturing the stillness, color, and soul of the coastal landscape.

This product is made especially for you as soon as you place an order, which is why it takes us a bit longer to deliver it to you. Making products on demand instead of in bulk helps reduce overproduction, so thank you for making thoughtful purchasing decisions!

• Pine tree frame
• Frame thickness: 1.25″ (3.18 cm)
• Canvas fabric weight: 10.15 +/- 0.74 oz/yd² (344 g/m² +/- 25g/m²)
• Open back
• Comes with rubber pads on the back corners
• Hanging hardware attached
• Blank product sourced from the US

Disclaimers:
- The framed canvases with brown and black frames have a black inside around the canvas, and the canvases with white frames have a white inside around the canvas.
- This product isn’t intended for sanding or cutting—it creates airborne dust that might cause lung irritation.

This product is made especially for you as soon as you place an order, which is why it takes us a bit longer to deliver it to you. Making products on demand instead of in bulk helps reduce overproduction, so thank you for making thoughtful purchasing decisions!",65,USD,40,"coastal_wall_art,rowboat_painting,dockside_art_print,kaleigh_anderson_art,maine_coast_decor,blue_ocean_artwork,harbor_boat_wall_art,maritime_wall_print",Canvas,https://i.etsystatic.com/61909134/r/il/b58d51/7795051173/il_fullxfull.7795051173_gd72.jpg,https://i.etsystatic.com/61909134/r/il/02def1/7747095562/il_fullxfull.7747095562_ijik.jpg,,,,,,,,,"Custom Property","Custom Property","8″×10″,16″×20″",,,,"699F769715341_17641,699F769715341_15698"
"Where the Water Wanders – New England Coastal Cottage Art-Oil Painting Canvas PrinT","Where the Water Wonders invites you to follow the gentle, winding flow of a river across sunlit meadows toward distant hills. With radiant greens, blues, and touches of warm gold, this landscape evokes the peaceful, unhurried movement of nature at its most thoughtful.

Created by Kaleigh Anderson of Arts of August Studio, this painting captures the spirit of Maine’s open spaces — where the light shifts with each breath, and the water reflects every wonder of the land around it. Perfect for collectors who love landscapes that balance movement, depth, and serenity.

Palette & Mood
Soft blue currents meet lush green fields and a warm horizon — creating a tranquil yet inspiring composition that celebrates natural beauty and flow.

Production & Shipping
Each canvas is printed to order and shipped within 3–7 business days. Arrives ready to hang and carefully packaged for protection.

About the Artist
Maine painter Kaleigh Anderson of Arts of August Studio transforms familiar landscapes into meditative studies of light, motion, and emotion — celebrating the quiet intelligence of nature’s design.

This product is made especially for you as soon as you place an order, which is why it takes us a bit longer to deliver it to you. Making products on demand instead of in bulk helps reduce overproduction, so thank you for making thoughtful purchasing decisions!

• Pine tree frame
• Frame thickness: 1.25″ (3.18 cm)
• Canvas fabric weight: 10.15 +/- 0.74 oz/yd² (344 g/m² +/- 25g/m²)
• Open back
• Comes with rubber pads on the back corners
• Hanging hardware attached
• Blank product sourced from the US

Disclaimers:
- The framed canvases with brown and black frames have a black inside around the canvas, and the canvases with white frames have a white inside around the canvas.
- This product isn’t intended for sanding or cutting—it creates airborne dust that might cause lung irritation.",65,USD,2,"kaleigh_anderson_art,scenic_river_artwork,serene_outdoor_decor,countryside_wall_art",,https://i.etsystatic.com/61909134/r/il/e967b2/7747141884/il_fullxfull.7747141884_rez4.jpg,https://i.etsystatic.com/61909134/r/il/8aefa9/7795097979/il_fullxfull.7795097979_na7c.jpg,,,,,,,,,"Custom Property","Custom Property","8″×10″,16″×20″",,,,"699F7A95C35BD_17641,699F7A95C35BD_15698"
